"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","2020","2020",62.64,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",7.14,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",1.01,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",6.83,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",29.98,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",27.79,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",41.23,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CA","industrie alimentari, delle bevande e del tabacco","W_GE10","10 e più","2020","2020",39.41,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",3.11,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",2.01,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",2.57,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",25.97,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",16.5,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",69.05,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CB","industrie tessili, dell'abbigliamento, articoli in pelle e simili","W_GE10","10 e più","2020","2020",28.5,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",7.92,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",1.95,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",7.04,,
