"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JA_X_58","attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore","W_GE10","10 e più","2019","2019",88.71,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JA_X_58","attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore","W_GE10","10 e più","2021","2021",92.58,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JA_X_58","attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore","W_GE10","10 e più","2023","2023",91.81,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0031","attività professionali, scientifiche e tecniche escluso servizi veterinari (m escluso 75)","W_GE10","10 e più","2019","2019",46.71,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0032","noleggio, agenzie di viaggio, servizi di supporto alle imprese escluso attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse (N escluso 79)","W_GE10","10 e più","2019","2019",41.34,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0032","noleggio, agenzie di viaggio, servizi di supporto alle imprese escluso attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse (N escluso 79)","W_GE10","10 e più","2021","2021",45.1,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0032","noleggio, agenzie di viaggio, servizi di supporto alle imprese escluso attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse (N escluso 79)","W_GE10","10 e più","2023","2023",49.17,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0033","settore ict ","W_GE10","10 e più","2019","2019",64.37,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0033","settore ict ","W_GE10","10 e più","2021","2021",68.97,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0033","settore ict ","W_GE10","10 e più","2023","2023",65.19,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0034","totale servizi non finanziari (g-n, incluso 951, escluso 75 e k)","W10_49","10-49","2019","2019",54.23,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0034","totale servizi non finanziari (g-n, incluso 951, escluso 75 e k)","W_GE10","10 e più","2019","2019",54.77,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0034","totale servizi non finanziari (g-n, incluso 951, escluso 75 e k)","W50_99","50-99","2019","2019",55.09,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0034","totale servizi non finanziari (g-n, incluso 951, escluso 75 e k)","W100_249","100-249","2019","2019",63.56,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0034","totale servizi non finanziari (g-n, incluso 951, escluso 75 e k)","W_GE250","250 e più","2019","2019",66.38,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0035","totale attività economiche (c-n, inclusa la 951, escluse 75 e k)","W10_49","10-49","2019","2019",45.61,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0035","totale attività economiche (c-n, inclusa la 951, escluse 75 e k)","W_GE10","10 e più","2019","2019",47.19,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0035","totale attività economiche (c-n, inclusa la 951, escluse 75 e k)","W50_99","50-99","2019","2019",54.31,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0035","totale attività economiche (c-n, inclusa la 951, escluse 75 e k)","W100_249","100-249","2019","2019",62.45,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0035","totale attività economiche (c-n, inclusa la 951, escluse 75 e k)","W_GE250","250 e più","2019","2019",70.88,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W10_49","10-49","2019","2019",33.43,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W10_49","10-49","2021","2021",38.66,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W10_49","10-49","2023","2023",42.66,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE10","10 e più","2019","2019",39.36,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE10","10 e più","2021","2021",45.04,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE10","10 e più","2023","2023",49.04,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W50_99","50-99","2019","2019",45.11,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W50_99","50-99","2021","2021",57.71,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W50_99","50-99","2023","2023",58.6,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W100_249","100-249","2019","2019",61.04,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W100_249","100-249","2021","2021",60.44,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W100_249","100-249","2023","2023",72.73,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE250","250 e più","2019","2019",76.04,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE250","250 e più","2021","2021",80.22,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0036","fornitura di energia elettrica, gas, vapore e aria condizionata, acqua, reti fognarie, attività di gestione dei rifiuti e risanamento (d-e)","W_GE250","250 e più","2023","2023",80.34,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0049","trasporto e magazzinaggio, esclusi servizi postali e corrieri (h escluso 53)","W_GE10","10 e più","2019","2019",19.52,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0049","trasporto e magazzinaggio, esclusi servizi postali e corrieri (h escluso 53)","W_GE10","10 e più","2021","2021",37.35,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","0049","trasporto e magazzinaggio, esclusi servizi postali e corrieri (h escluso 53)","W_GE10","10 e più","2023","2023",37.14,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W10_49","10-49","2019","2019",35.02,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W10_49","10-49","2021","2021",42.6,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W10_49","10-49","2023","2023",44.67,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W_GE10","10 e più","2019","2019",38.27,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W_GE10","10 e più","2021","2021",45.98,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W_GE10","10 e più","2023","2023",48.22,,
"IT","Italia","E_SM_SNET_PERC","social network (ad es. Facebook, Linkedln, Xing, Viadeo, Yammer) ","C","attività manifatturiere","W50_99","50-99","2019","2019",52.03,,
